disagreement_id,kind,session_id,event_name,reference_frame,plan_index,phase_label,annotator_a,annotator_b,round_a,round_b,frame_a,time_s_a,frame_b,time_s_b,x_a,y_a,x_b,y_b,frame_abs_diff,pixel_distance,match_status,needs_adjudication
D0142,point,3d47c3b9-21d9-4794-995d-52804115fb8b,,40,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,40,,40,,1008.0,576.0,941.0,633.0,0.0,87.96590248499699,both,yes
D0143,point,42f8729a-ed28-45a2-bf9b-397d2d698bb0,,1,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,1,,1,,1287.0,933.0,1260.0,987.0,0.0,60.37383539249432,both,yes
D0144,point,42f8729a-ed28-45a2-bf9b-397d2d698bb0,,24,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,24,,24,,645.0,320.0,686.0,308.0,0.0,42.720018726587654,both,yes
D0145,point,42f8729a-ed28-45a2-bf9b-397d2d698bb0,,43,3,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,43,,43,,864.0,381.0,816.0,250.0,0.0,139.51702405083043,both,yes
D0146,point,42f8729a-ed28-45a2-bf9b-397d2d698bb0,,46,4,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,46,,46,,876.0,393.0,869.0,418.0,0.0,25.96150997149434,both,yes
D0147,point,42f8729a-ed28-45a2-bf9b-397d2d698bb0,,58,5,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,58,,58,,1310.0,932.0,1145.0,1047.0,0.0,201.12185361118767,both,yes
D0148,point,42f8729a-ed28-45a2-bf9b-397d2d698bb0,,63,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,63,,63,,878.0,358.0,842.0,368.0,0.0,37.36308338453881,both,yes
D0149,point,48c9026f-11c4-410d-82ec-f33d477d9db6,,38,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,38,,38,,538.0,893.0,575.0,951.0,0.0,68.79680225126747,both,yes
D0150,point,48c9026f-11c4-410d-82ec-f33d477d9db6,,98,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,98,,98,,387.0,754.0,380.0,807.0,0.0,53.46026561849464,both,yes
D0151,point,48c9026f-11c4-410d-82ec-f33d477d9db6,,174,3,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,174,,174,,92.0,105.0,141.0,0.0,0.0,115.87061750072795,both,yes
D0152,point,48c9026f-11c4-410d-82ec-f33d477d9db6,,180,4,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,180,,180,,88.0,121.0,116.0,43.0,0.0,82.87339742040264,both,yes
D0153,point,48c9026f-11c4-410d-82ec-f33d477d9db6,,233,5,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,233,,233,,475.0,870.0,360.0,926.0,0.0,127.91012469699183,both,yes
D0154,point,48c9026f-11c4-410d-82ec-f33d477d9db6,,249,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,249,,249,,353.0,670.0,396.0,732.0,0.0,75.45197147855052,both,yes
D0155,point,511a396b-aa38-4056-a980-76723ed0c05f,,66,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,66,,66,,469.0,1648.0,447.0,1722.0,0.0,77.20103626247513,both,yes
D0156,point,511a396b-aa38-4056-a980-76723ed0c05f,,86,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,86,,86,,101.0,1347.0,89.0,1301.0,0.0,47.53945729601885,both,yes
D0157,point,511a396b-aa38-4056-a980-76723ed0c05f,,116,3,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,116,,116,,477.0,664.0,335.0,512.0,0.0,208.00961516237658,both,yes
D0158,point,511a396b-aa38-4056-a980-76723ed0c05f,,131,4,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,131,,131,,653.0,661.0,688.0,718.0,0.0,66.88796603276258,both,yes
D0159,point,511a396b-aa38-4056-a980-76723ed0c05f,,150,5,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,150,,150,,1056.0,1256.0,1079.0,1102.0,0.0,155.7080601638849,both,yes
D0160,point,511a396b-aa38-4056-a980-76723ed0c05f,,158,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,158,,158,,856.0,539.0,897.0,466.0,0.0,83.72574275573791,both,yes
D0161,point,57660e2f-8425-445f-bca0-17c6e557f1b0,,27,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,27,,27,,567.0,1012.0,600.0,1025.0,0.0,35.4682957019364,both,yes
D0162,point,57660e2f-8425-445f-bca0-17c6e557f1b0,,113,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,113,,113,,80.0,443.0,54.0,405.0,0.0,46.04345773288535,both,yes
D0163,point,57660e2f-8425-445f-bca0-17c6e557f1b0,,213,3,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,213,,213,,142.0,256.0,0.0,209.0,0.0,149.57606760441325,both,yes
D0164,point,57660e2f-8425-445f-bca0-17c6e557f1b0,,233,4,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,233,,233,,418.0,880.0,504.0,891.0,0.0,86.70063436907483,both,yes
D0165,point,57660e2f-8425-445f-bca0-17c6e557f1b0,,265,5,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,265,,265,,236.0,325.0,342.0,320.0,0.0,106.1178590059185,both,yes
D0166,point,57660e2f-8425-445f-bca0-17c6e557f1b0,,285,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,285,,285,,84.0,11.0,9.0,0.0,0.0,75.8023746329889,both,yes
D0167,point,7473617c-26a8-428f-9ba6-fc51dd7d2156,,1,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,1,,1,,917.0,1611.0,863.0,1573.0,0.0,66.03029607687671,both,yes
D0168,point,7473617c-26a8-428f-9ba6-fc51dd7d2156,,26,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,26,,26,,280.0,312.0,234.0,360.0,0.0,66.48308055437865,both,yes
D0169,point,7473617c-26a8-428f-9ba6-fc51dd7d2156,,47,3,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,47,,47,,299.0,147.0,426.0,42.0,0.0,164.78470802838473,both,yes
D0170,point,7473617c-26a8-428f-9ba6-fc51dd7d2156,,59,4,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,59,,59,,848.0,1520.0,771.0,1542.0,0.0,80.0812087820857,both,yes
D0171,point,7473617c-26a8-428f-9ba6-fc51dd7d2156,,63,5,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,63,,63,,573.0,1115.0,470.0,1031.0,0.0,132.90974381135493,both,yes
D0172,point,7473617c-26a8-428f-9ba6-fc51dd7d2156,,67,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,67,,67,,51.0,325.0,64.0,372.0,0.0,48.76474136094644,both,yes
D0173,point,7f7bf52f-1a8f-4c38-8d68-41b634af50ab,,3,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,3,,3,,1246.0,912.0,1290.0,976.0,0.0,77.6659513557904,both,yes
D0174,point,7f7bf52f-1a8f-4c38-8d68-41b634af50ab,,26,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,26,,26,,638.0,147.0,679.0,116.0,0.0,51.40038910358559,both,yes
D0175,point,7f7bf52f-1a8f-4c38-8d68-41b634af50ab,,36,3,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,36,,36,,777.0,303.0,901.0,250.0,0.0,134.8517704741024,both,yes
D0176,point,7f7bf52f-1a8f-4c38-8d68-41b634af50ab,,43,4,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,43,,43,,741.0,672.0,712.0,655.0,0.0,33.61547262794322,both,yes
D0177,point,7f7bf52f-1a8f-4c38-8d68-41b634af50ab,,45,5,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,45,,45,,1204.0,960.0,1246.0,845.0,0.0,122.42957159118053,both,yes
D0178,point,7f7bf52f-1a8f-4c38-8d68-41b634af50ab,,50,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,50,,50,,501.0,21.0,542.0,14.0,0.0,41.593268686170845,both,yes
D0179,point,81681211-21c8-4d55-9d89-095b3a80d022,,59,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,59,,59,,845.0,1557.0,874.0,1574.0,0.0,33.61547262794322,both,yes
D0180,point,81681211-21c8-4d55-9d89-095b3a80d022,,273,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,273,,273,,195.0,539.0,280.0,505.0,0.0,91.54780172128658,both,yes
D0181,point,81681211-21c8-4d55-9d89-095b3a80d022,,502,3,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,502,,502,,256.0,664.0,257.0,836.0,0.0,172.00290695217916,both,yes
D0182,point,81681211-21c8-4d55-9d89-095b3a80d022,,522,4,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,522,,522,,725.0,1448.0,676.0,1373.0,0.0,89.58794561770016,both,yes
D0183,point,81681211-21c8-4d55-9d89-095b3a80d022,,547,5,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,547,,547,,736.0,1392.0,769.0,1513.0,0.0,125.41929676090518,both,yes
D0184,point,81681211-21c8-4d55-9d89-095b3a80d022,,562,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,562,,562,,595.0,1157.0,609.0,1127.0,0.0,33.1058907144937,both,yes
D0185,point,82b83897-42aa-447f-82ea-5e471706e7c5,,3,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,3,,3,,904.0,1509.0,933.0,1476.0,0.0,43.93176527297759,both,yes
D0186,point,82b83897-42aa-447f-82ea-5e471706e7c5,,27,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,27,,27,,45.0,61.0,0.0,24.0,0.0,58.25804665451803,both,yes
D0187,point,82b83897-42aa-447f-82ea-5e471706e7c5,,41,3,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,41,,41,,293.0,323.0,125.0,254.0,0.0,181.61773041198373,both,yes
D0188,point,82b83897-42aa-447f-82ea-5e471706e7c5,,50,4,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,50,,50,,672.0,1288.0,647.0,1282.0,0.0,25.709920264364882,both,yes
D0189,point,82b83897-42aa-447f-82ea-5e471706e7c5,,53,5,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,53,,53,,816.0,1339.0,996.0,1423.0,0.0,198.63534428696218,both,yes
D0190,point,82b83897-42aa-447f-82ea-5e471706e7c5,,57,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,57,,57,,208.0,445.0,281.0,413.0,0.0,79.7057087039567,both,yes
D0191,point,82f22494-5871-41de-aebc-9d2012ce6571,,1,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,1,,1,,296.0,897.0,291.0,857.0,0.0,40.311288741492746,both,yes
D0192,point,82f22494-5871-41de-aebc-9d2012ce6571,,21,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,21,,21,,15.0,110.0,0.0,176.0,0.0,67.68308503607086,both,yes
D0193,point,82f22494-5871-41de-aebc-9d2012ce6571,,27,3,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,27,,27,,68.0,123.0,172.0,44.0,0.0,130.60245020672468,both,yes
D0194,point,82f22494-5871-41de-aebc-9d2012ce6571,,32,4,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,32,,32,,87.0,854.0,132.0,835.0,0.0,48.84669896727925,both,yes
D0195,point,82f22494-5871-41de-aebc-9d2012ce6571,,34,5,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,34,,34,,502.0,735.0,380.0,743.0,0.0,122.2620137246234,both,yes
D0196,point,82f22494-5871-41de-aebc-9d2012ce6571,,36,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,36,,36,,513.0,444.0,486.0,359.0,0.0,89.1852005660132,both,yes
D0197,point,b95e3543-d28d-49db-be02-bbee7efb8425,,0,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,0,,0,,1317.0,975.0,1305.0,944.0,0.0,33.24154027718932,both,yes
D0198,point,b95e3543-d28d-49db-be02-bbee7efb8425,,14,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,14,,14,,723.0,198.0,716.0,155.0,0.0,43.56604182158393,both,yes
D0199,point,b95e3543-d28d-49db-be02-bbee7efb8425,,27,3,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,27,,27,,786.0,48.0,818.0,0.0,0.0,57.688820407423826,both,yes
D0200,point,b95e3543-d28d-49db-be02-bbee7efb8425,,35,4,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,35,,35,,864.0,592.0,840.0,574.0,0.0,30.0,both,yes
D0201,point,b95e3543-d28d-49db-be02-bbee7efb8425,,38,5,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,38,,38,,1314.0,975.0,1329.0,876.0,0.0,100.12991560967181,both,yes
D0202,point,b95e3543-d28d-49db-be02-bbee7efb8425,,41,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,41,,41,,837.0,300.0,865.0,267.0,0.0,43.278170016764804,both,yes
D0203,point,ba749048-28f5-497e-8d85-fcbcfedb6f8c,,64,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,64,,64,,563.0,1656.0,492.0,1620.0,0.0,79.60527620704548,both,yes
D0204,point,ba749048-28f5-497e-8d85-fcbcfedb6f8c,,116,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,116,,116,,525.0,648.0,527.0,627.0,0.0,21.095023109728988,both,yes
D0205,point,ba749048-28f5-497e-8d85-fcbcfedb6f8c,,143,3,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,143,,143,,53.0,1008.0,205.0,1057.0,0.0,159.70284906663375,both,yes
D0206,point,ba749048-28f5-497e-8d85-fcbcfedb6f8c,,147,4,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,147,,147,,672.0,1621.0,762.0,1633.0,0.0,90.79647570252934,both,yes
D0207,point,ba749048-28f5-497e-8d85-fcbcfedb6f8c,,159,5,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,159,,159,,1003.0,584.0,1071.0,386.0,0.0,209.35137926462295,both,yes
D0208,point,ba749048-28f5-497e-8d85-fcbcfedb6f8c,,173,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,173,,173,,528.0,360.0,593.0,369.0,0.0,65.62011886609167,both,yes
D0209,point,c638dd17-dbb3-4068-bb40-957442fe9ec9,,33,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,33,,33,,572.0,1020.0,521.0,1043.0,0.0,55.94640292279746,both,yes
D0210,point,c638dd17-dbb3-4068-bb40-957442fe9ec9,,134,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,134,,134,,427.0,635.0,475.0,697.0,0.0,78.40918313565064,both,yes
D0211,point,c638dd17-dbb3-4068-bb40-957442fe9ec9,,151,3,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,151,,151,,400.0,558.0,406.0,659.0,0.0,101.17806086301516,both,yes
D0212,point,c638dd17-dbb3-4068-bb40-957442fe9ec9,,225,4,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,225,,225,,347.0,492.0,385.0,559.0,0.0,77.02596964660685,both,yes
D0213,point,c638dd17-dbb3-4068-bb40-957442fe9ec9,,277,5,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,277,,277,,491.0,802.0,599.0,719.0,0.0,136.20939761998804,both,yes
D0214,point,c638dd17-dbb3-4068-bb40-957442fe9ec9,,323,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,323,,323,,352.0,693.0,282.0,752.0,0.0,91.54780172128658,both,yes
D0215,point,dfd57aa0-581d-4580-bc43-2a329277309b,,58,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,58,,58,,587.0,1092.0,593.0,1046.0,0.0,46.389654018972806,both,yes
D0216,point,dfd57aa0-581d-4580-bc43-2a329277309b,,110,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,110,,110,,233.0,533.0,204.0,468.0,0.0,71.17583859709698,both,yes
D0217,point,dfd57aa0-581d-4580-bc43-2a329277309b,,154,3,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,154,,154,,219.0,306.0,267.0,426.0,0.0,129.24395537122808,both,yes
D0218,point,dfd57aa0-581d-4580-bc43-2a329277309b,,179,4,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,179,,179,,501.0,889.0,548.0,848.0,0.0,62.369864518050704,both,yes
D0219,point,dfd57aa0-581d-4580-bc43-2a329277309b,,187,5,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,187,,187,,471.0,946.0,606.0,1119.0,0.0,219.44019686465833,both,yes
D0220,point,dfd57aa0-581d-4580-bc43-2a329277309b,,197,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,197,,197,,192.0,398.0,234.0,435.0,0.0,55.97320787662612,both,yes
D0221,point,e7490da1-a2fa-4e53-ab66-4e9927d0b4d3,,0,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,0,,0,,960.0,1483.0,999.0,1463.0,0.0,43.829214001622255,both,yes
D0222,point,e7490da1-a2fa-4e53-ab66-4e9927d0b4d3,,17,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,17,,17,,51.0,464.0,69.0,390.0,0.0,76.15773105863909,both,yes
D0223,point,e7490da1-a2fa-4e53-ab66-4e9927d0b4d3,,32,3,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,32,,32,,387.0,595.0,306.0,680.0,0.0,117.41379816699569,both,yes
D0224,point,e7490da1-a2fa-4e53-ab66-4e9927d0b4d3,,39,4,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,39,,39,,88.0,635.0,110.0,634.0,0.0,22.02271554554524,both,yes
D0225,point,e7490da1-a2fa-4e53-ab66-4e9927d0b4d3,,43,5,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,43,,43,,872.0,1331.0,956.0,1286.0,0.0,95.29428104561154,both,yes
D0226,point,e7490da1-a2fa-4e53-ab66-4e9927d0b4d3,,47,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,47,,47,,189.0,469.0,220.0,534.0,0.0,72.01388754955533,both,yes
D0227,point,e940142a-d4bc-4cee-a6de-828b05ab40a7,,1,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,1,,1,,789.0,988.0,700.0,1020.0,0.0,94.57801012920498,both,yes
D0228,point,e940142a-d4bc-4cee-a6de-828b05ab40a7,,25,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,25,,25,,1252.0,186.0,1245.0,140.0,0.0,46.52956049652737,both,yes
D0229,point,e940142a-d4bc-4cee-a6de-828b05ab40a7,,34,3,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,34,,34,,1028.0,393.0,958.0,300.0,0.0,116.40017182117903,both,yes
D0230,point,e940142a-d4bc-4cee-a6de-828b05ab40a7,,39,4,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,39,,39,,1142.0,270.0,1149.0,229.0,0.0,41.593268686170845,both,yes
D0231,point,e940142a-d4bc-4cee-a6de-828b05ab40a7,,43,5,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,43,,43,,792.0,988.0,708.0,1079.0,0.0,123.84264209067892,both,yes
D0232,point,e940142a-d4bc-4cee-a6de-828b05ab40a7,,49,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,49,,49,,1126.0,330.0,1088.0,268.0,0.0,72.71863585079137,both,yes
D0233,point,eb859af6-2991-42e4-9345-05d3baf63c6e,,2,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,2,,2,,624.0,1052.0,711.0,1085.0,0.0,93.04837451562494,both,yes
D0234,point,eb859af6-2991-42e4-9345-05d3baf63c6e,,111,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,111,,111,,12.0,164.0,96.0,136.0,0.0,88.54377448471462,both,yes
D0235,point,eb859af6-2991-42e4-9345-05d3baf63c6e,,170,3,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,170,,170,,87.0,324.0,134.0,413.0,0.0,100.64790112068906,both,yes
D0236,point,eb859af6-2991-42e4-9345-05d3baf63c6e,,229,4,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,229,,229,,391.0,777.0,344.0,858.0,0.0,93.64827814754524,both,yes
D0237,point,eb859af6-2991-42e4-9345-05d3baf63c6e,,247,5,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,247,,247,,485.0,942.0,628.0,854.0,0.0,167.90771274721124,both,yes
D0238,point,eb859af6-2991-42e4-9345-05d3baf63c6e,,265,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,265,,265,,101.0,402.0,128.0,442.0,0.0,48.25971404805462,both,yes
D0239,point,ed241630-f662-4957-b17f-1f485cf04683,,1,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,1,,1,,864.0,1608.0,927.0,1658.0,0.0,80.43009387039157,both,yes
D0240,point,ed241630-f662-4957-b17f-1f485cf04683,,33,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,33,,33,,523.0,1149.0,474.0,1151.0,0.0,49.040799340956916,both,yes
D0241,point,ed241630-f662-4957-b17f-1f485cf04683,,55,3,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,55,,55,,293.0,656.0,183.0,494.0,0.0,195.816240388789,both,yes
D0242,point,ed241630-f662-4957-b17f-1f485cf04683,,67,4,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,67,,67,,701.0,1421.0,636.0,1432.0,0.0,65.92419889539804,both,yes
D0243,point,ed241630-f662-4957-b17f-1f485cf04683,,68,5,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,68,,68,,893.0,1589.0,862.0,1471.0,0.0,122.00409829181969,both,yes
D0244,point,ed241630-f662-4957-b17f-1f485cf04683,,73,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,73,,73,,155.0,635.0,184.0,620.0,0.0,32.64965543462902,both,yes
D0245,point,f0647c16-5b92-48b6-a06a-d05d86fe8145,,9,1,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,9,,9,,1202.0,1028.0,1149.0,1071.0,0.0,68.24954212300622,both,yes
D0246,point,f0647c16-5b92-48b6-a06a-d05d86fe8145,,35,2,backswing,Ivan Syniuk,Daria Plokhotniuk,1,1,35,,35,,838.0,99.0,749.0,128.0,0.0,93.60555539069249,both,yes
D0247,point,f0647c16-5b92-48b6-a06a-d05d86fe8145,,45,3,downswing,Ivan Syniuk,Daria Plokhotniuk,1,1,45,,45,,820.0,63.0,843.0,185.0,0.0,124.1491039033307,both,yes
D0248,point,f0647c16-5b92-48b6-a06a-d05d86fe8145,,54,4,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,54,,54,,1158.0,982.0,1193.0,1062.0,0.0,87.32124598286491,both,yes
D0249,point,f0647c16-5b92-48b6-a06a-d05d86fe8145,,58,5,impact_region,Ivan Syniuk,Daria Plokhotniuk,1,1,58,,58,,1004.0,648.0,966.0,770.0,0.0,127.7810627597063,both,yes
D0250,point,f0647c16-5b92-48b6-a06a-d05d86fe8145,,63,6,follow_through,Ivan Syniuk,Daria Plokhotniuk,1,1,63,,63,,723.0,27.0,718.0,58.0,0.0,31.400636936215164,both,yes
